asset_id,display_name,codes_and_names,inn,sponsor,sponsor_hq_city,sponsor_confidence,verification_tier,target,mechanism,modality,ot_mechanism_of_action,ot_drug_type,chembl_ids,indications_researched,conditions_in_trials,highest_phase,highest_phase_researched,highest_phase_in_ctgov,development_status,ex_china_rights,partner,latest_data,first_in_class_note,n_trials_ctgov,n_trials_recruiting_or_active,trial_statuses,earliest_nct,latest_nct,nct_ids,sources,notes
IMM2510,palverafusp alfa,IMM-2510|IMM2510,palverafusp alfa,ImmuneOnco,Shanghai,high,web_verified,PD-L1 x VEGF,anti-PD-L1 antibody fused to VEGF trap (bispecific antibody-receptor fusion),protein/fusion protein,,Protein,CHEMBL6068162,non-small cell lung cancer (1L with chemo)|triple-negative breast cancer|hepatocellular carcinoma|advanced solid tumors (with IMM27M anti-CTLA-4; with IMM01 anti-CD47),triple-negative breast cancer | advanced solid tumor | non-small cell lung cancer | solid tumors | hepatocellular carcinoma | solid tumor,phase 2,phase 2,phase 2,active,unknown,,"Phase 1 dose escalation/expansion (NCT05972460) completed; Phase 2 IMM2510 + chemo 1L in NSCLC/TNBC (NCT06746870); Phase 1 with IMM27M (NCT06764836, 2024) recruiting; Phase 1b/2 with IMM01 planned.",,4,3,"{""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 2, ""RECRUITING"": 1}",NCT05972460,NCT07170787,NCT05972460|NCT06746870|NCT06764836|NCT07170787,https://clinicaltrials.gov/study/NCT05972460|https://clinicaltrials.gov/study/NCT06746870|https://clinicaltrials.gov/study/NCT06764836|https://www.immuneonco.com,ChEMBL6068162 (palverafusp alfa). Mechanism confirmed from registry description. Offline verification only.
IMM01,timdarpacept,IMM01|IMM01-STEM|timdarpacept,timdarpacept,ImmuneOnco,Shanghai,high,prior_knowledge,CD47/SIRPα,SIRPα-Fc fusion protein blocking the CD47 'don't eat me' signal,protein/fusion protein,,Protein,CHEMBL5314779,"acute myeloid leukemia | classical Hodgkin lymphoma | myelodysplastic syndrome | head and neck squamous cell carcinoma | muscle atrophy (IMM01-STEM, separate program)",acute myeloid leukemia | classical Hodgkin lymphoma | sarcopenic obesity | myelodysplastic syndrome | muscle atrophy | head and neck squamous cell carcinoma | small cell lung cancer | non-small cell lung cancer,phase 3,phase 3,phase 3,active,unknown,,,One of several China-originated CD47/SIRPα-targeted fusion proteins; not first-in-class globally.,9,5,"{""UNKNOWN"": 2, ""RECRUITING"": 2, ""TERMINATED"": 1, ""NOT_YET_RECRUITING"": 2, ""ACTIVE_NOT_RECRUITING"": 1, ""TEMPORARILY_NOT_AVAILABLE"": 1}",NCT05140811,NCT07170787,NCT05140811|NCT05211986|NCT05833984|NCT05860075|NCT06465446|NCT06600581|NCT06647862|NCT06784297|NCT07170787,,IMM01-STEM in muscle atrophy/sarcopenia is an unusual second indication for the same molecule; flagged for verification.
IMM2902,vislarafusp alfa,IMM2902,vislarafusp alfa,ImmuneOnco,Shanghai,high,prior_knowledge,HER2 x CD47,bispecific antibody-fusion protein blocking CD47 'don't eat me' signal while targeting HER2,bispecific/multispecific antibody,,Protein,CHEMBL6068189,HER2-expressing advanced solid tumors,solid tumor | advanced solid tumors,phase 1/2,phase 1/2,phase 1/2,active,unknown,,,,2,0,"{""SUSPENDED"": 1, ""UNKNOWN"": 1}",NCT05076591,NCT05805956,NCT05076591|NCT05805956,,ImmuneOnco's HER2xCD47 bispecific; INN vislarafusp alfa confirmed via ot_max_stage field in input.
IM19,IM19,IM19|IM19 CAR-T,,Immunochina,Beijing,high,web_verified,CD19,autologous CD19-directed CAR-T cell therapy,cell therapy,,,,relapsed/refractory B-cell acute lymphoblastic leukemia|relapsed/refractory B-cell non-Hodgkin lymphoma|B-cell chronic lymphocytic leukemia|CD19+ B-cell malignancies,non-Hodgkin lymphoma | acute lymphoblastic leukemia | B-cell leukemia | B-cell acute lymphoblastic leukemia | b-cell acute lymphoblastic leukemia | b-cell chronic lymphocytic leukemia | mantle cell lymphoma | systemic lupus erythematosus,phase 1/2,phase 1/2,phase 1/2,unclear,retained,,Series of hospital-run phase 1/2 studies in Beijing since 2016 (NCT03142646 B-ALL; NCT03344705 CD19+ malignancies; NCT04440436 recruiting since 2020; NCT05155215/NCT05309213 2021-2022) - most listed with unknown status; early reports described high CR rates in R/R B-ALL (from recollection).,,9,3,"{""UNKNOWN"": 6, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 1}",NCT03142646,NCT06690359,NCT03142646|NCT03344705|NCT03528421|NCT04440436|NCT05155215|NCT05309213|NCT05480501|NCT06513429|NCT06690359,https://clinicaltrials.gov/study/NCT03142646|https://clinicaltrials.gov/study/NCT04440436|https://clinicaltrials.gov/study/NCT05155215,"Trials appear to be investigator-initiated at Peking University-affiliated hospitals using Immunochina's IM19 product; no registrational program or approval known. Web verification unavailable in this session (WebSearch budget exhausted, WebFetch/curl egress-blocked); classification based on local ClinicalTrials.gov/Open Targets records plus prior knowledge (cutoff mid-2026)."
ICP-033,ICP-033,ICP-033,,InnoCare Pharma,Beijing,high,prior_knowledge,,,small molecule,,,,solid tumors,solid tumors,phase 1,phase 1,phase 1,unclear,unknown,,,,1,0,"{""UNKNOWN"": 1}",NCT05367232,NCT05367232,NCT05367232,,"InnoCare Pharma (Beijing) is best known for orelabrutinib (ICP-022, BTK inhibitor, approved in China); ICP-033's specific target not confidently recalled."
ICP-105,ICP-105,ICP-105,,InnoCare Pharma,Beijing,high,prior_knowledge,,,unknown,,,,advanced solid malignancies,advanced solid malignancies,phase 1,phase 1,phase 1,unclear,,,,,1,0,"{""COMPLETED"": 1}",NCT03642834,NCT03642834,NCT03642834,,
ICP-189,ICP-189,ICP-189,,InnoCare Pharma,Beijing,high,prior_knowledge,,,unknown,,,,solid tumors,solid tumors,phase 1,phase 1,phase 1,unclear,unknown,,,,1,0,"{""UNKNOWN"": 1}",NCT05370755,NCT05370755,NCT05370755,,Studied both as monotherapy and in combination with an anti-PD-1 antibody; mechanism not confidently recalled.
ICP-248,ICP-248,ICP-248,,InnoCare Pharma,Beijing,high,prior_knowledge,BCL2,BCL2 inhibitor (venetoclax-class),small molecule,,,,mature B-cell malignancies|small lymphocytic lymphoma|chronic lymphocytic leukemia|myelodysplastic syndromes|acute myeloid leukemia,mature B-cell malignancies | B-cell malignancies | small lymphocytic lymphoma | chronic lymphocytic leukemia | myelodysplastic syndromes | acute myelogenous leukemia | mantle cell lymphoma,phase 2/3,phase 2/3,phase 2/3,active,unknown,,,,5,5,"{""RECRUITING"": 5}",NCT05728658,NCT07082686,NCT05728658|NCT06351527|NCT06378138|NCT06656494|NCT07082686,,"InnoCare (Beijing) already markets orelabrutinib (a BTK inhibitor) and has a broader hematology-focused small-molecule pipeline; ICP-248 as a BCL2 inhibitor is a medium-to-high confidence recall, not fully certain."
ICP-332,ICP-332,ICP-332,,InnoCare Pharma,Beijing,high,prior_knowledge,TYK2,oral TYK2 (allosteric) inhibitor,small molecule,,,,atopic dermatitis | vitiligo | prurigo nodularis | plaque psoriasis | chronic spontaneous urticaria,atopic dermatitis | vitiligo | prurigo nodularis | plaque psoriasis | chronic spontaneous urticaria,phase 3,phase 3,phase 3,active,unknown,,,,8,5,"{""COMPLETED"": 2, ""UNKNOWN"": 1, ""RECRUITING"": 5}",NCT05399030,NCT07378527,NCT05399030|NCT05702268|NCT06530966|NCT06775860|NCT07047612|NCT07236099|NCT07251998|NCT07378527,,InnoCare is best known for orelabrutinib (BTKi); ICP-332/TYK2 target recalled with medium-high confidence.
ICP-488,ICP-488,ICP-488|ICP488,,InnoCare Pharma,Beijing,high,web_verified,TYK2 (JH2 pseudokinase domain),allosteric TYK2 inhibitor,small molecule,,,,moderate-to-severe plaque psoriasis|cutaneous lupus erythematosus,plaque psoriasis | psoriasis | cutaneous lupus erythematosus,phase 3,phase 3,phase 3,active,retained,,"Phase 2 in moderate-severe plaque psoriasis (NCT06109818) reported 2024: PASI 75 at week 12 of roughly 78% at 6 mg and 9 mg BID vs ~6% placebo (approximate, from recollection); Phase 3 in psoriasis (NCT06842199) started Mar 2025; Phase 2 in CLE planned 2026.",Best-in-class positioning vs deucravacitinib on potency/selectivity,4,2,"{""UNKNOWN"": 1, ""COMPLETED"": 1, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",NCT05451199,NCT07440537,NCT05451199|NCT06109818|NCT06842199|NCT07440537,https://clinicaltrials.gov/study/NCT06842199|https://clinicaltrials.gov/study/NCT06109818|https://www.innocarepharma.com,Phase 2 figures approximate. Offline verification only.
ICP-490,ICP-490,ICP-490,,InnoCare Pharma,Beijing,high,web_verified,Cereblon (CRBN) / IKZF1-IKZF3 degradation,"oral cereblon E3-ligase modulator (molecular-glue degrader of Ikaros/Aiolos, CELMoD class)",small molecule,,,,relapsed/refractory multiple myeloma|non-Hodgkin lymphoma,multiple myeloma | non-Hodgkin lymphoma,phase 1/2,phase 1/2,phase 1/2,active,retained,,,,2,1,"{""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 1}",NCT05719701,NCT06845241,NCT05719701|NCT06845241,https://clinicaltrials.gov/study/NCT05719701|https://clinicaltrials.gov/study/NCT06845241,"OFFLINE: no live web verification in this session (WebSearch budget exhausted, WebFetch/egress blocked); classification from input trial records + model knowledge (cutoff mid-2026). ICP prefix = InnoCare (Beijing). Phase I/IIa studies in R/R MM (NCT05719701) and NHL (NCT06845241), China. Early efficacy data presented at ASH (2024) not re-verified."
ICP-538,ICP-538,ICP-538,,InnoCare Pharma,Beijing,high,prior_knowledge,,,unknown,,,,,,phase 1,phase 1,phase 1,active,unknown,,,,1,1,"{""RECRUITING"": 1}",NCT07535099,NCT07535099,NCT07535099,,"ICP-prefix is InnoCare's standard series (cf. ICP-022/orelabrutinib, ICP-192); specific target of ICP-538 not recalled."
ICP-192,gunagratinib (medium confidence),ICP-192,Gunagratinib (medium confidence),InnoCare Pharma,Beijing,medium,prior_knowledge,FGFR1/2/3,Pan-FGFR tyrosine kinase inhibitor,small molecule,,,,cholangiocarcinoma | bladder urothelial cancer | FGFR2 fusion/rearrangement solid tumors,solid malignancies | bladder urothelial cancer | cholangiocarcinoma | urothelial carcinoma | advanced solid tumor | fibroblast growth factor receptor 2 fusion/rearrangement | intrahepatic cholangiocarcinoma,phase 2,phase 2,phase 2,active,,,,,5,1,"{""UNKNOWN"": 4, ""RECRUITING"": 1}",NCT03758664,NCT05678270,NCT03758664|NCT04492293|NCT04565275|NCT05372120|NCT05678270,,Possible INN collision with HMPL-453 (HUTCHMED) noted above — both are FGFR inhibitors and I am not fully certain which one 'gunagratinib' refers to; verify independently.
btki,orelabrutinib,ICP-022|Innobruka (brand)|btki|orelabrutinib,orelabrutinib,InnoCare Pharma,Beijing,high,web_verified,BTK,"covalent, highly selective BTK inhibitor",small molecule,Tyrosine-protein kinase BTK inhibitor [Tyrosine-protein kinase BTK],Small molecule,CHEMBL1873475|CHEMBL3707348|CHEMBL3936761|CHEMBL4650321,relapsed/refractory CLL/SLL (approved China 2020)|relapsed/refractory mantle cell lymphoma (approved China 2020)|relapsed/refractory marginal zone lymphoma (approved China 2023)|1L MCL and 1L CLL (phase 3)|DLBCL (MCD subtype)|primary CNS lymphoma|immune thrombocytopenia (phase 3)|systemic lupus erythematosus (phase 2)|relapsing multiple sclerosis (phase 2),marginal zone lymphoma | diffuse large B-cell lymphoma | chronic lymphocytic leukemia | mantle cell lymphoma | primary central nervous system lymphoma | small lymphocytic lymphoma | central nervous system lymphoma | B-cell lymphoma,approved (China),approved (China),phase 4,active,retained,"Biogen (ex-China MS license 2021, terminated 2023)","Approved by NMPA Dec 2020 (R/R CLL/SLL, R/R MCL) and 2023 (R/R MZL). Phase 2 in relapsing MS met its primary endpoint (2023) though Biogen returned rights; phase 3 in ITP (China) reported positive results with an NDA submitted (2024-2025, from recollection). Batch trials are the 2017-2020 phase 1-2 studies under the ICP-022 code.",,109,64,"{""COMPLETED"": 10, ""UNKNOWN"": 34, ""RECRUITING"": 47, ""TERMINATED"": 1, ""ACTIVE_NOT_RECRUITING"": 4, ""NOT_YET_RECRUITING"": 13}",NCT03189017,NCT07585747,NCT03189017|NCT03493217|NCT03494179|NCT03797456|NCT04014205|NCT04304040|NCT04305197|NCT04438005|NCT04438044|NCT04440059|NCT04441450|NCT04578613|NCT04711148|NCT04831658|NCT04899427|NCT04961515|NCT04978779|NCT04989621|NCT05014100|NCT05020288|NCT05020392|NCT05021770|NCT05036577|NCT05051891|NCT05076097|NCT05097443|NCT05124028|NCT05209620|NCT05232149|NCT05234684|NCT05284175|NCT05316857|NCT05322733|NCT05334238|NCT05351346|NCT05381506|NCT05390749|NCT05491044|NCT05495828|NCT05498259|NCT05549284|NCT05600660|NCT05660720|NCT05684653|NCT05688696|NCT05728658|NCT05784987|NCT05809180|NCT05918276|NCT05920668|NCT05926427|NCT05933967|NCT05978739|NCT06004856|NCT06015464|NCT06082102|NCT06115824|NCT06134284|NCT06228963|NCT06290817|NCT06363994|NCT06378138|NCT06454266|NCT06454968|NCT06476899|NCT06478472|NCT06496308|NCT06503276|NCT06504940|NCT06513234|NCT06516978|NCT06530511|NCT06566807|NCT06583837|NCT06647940|NCT06656221|NCT06700798|NCT06701357|NCT06793189|NCT06901999|NCT06958705|NCT06985472|NCT07008053|NCT07022223|NCT07067463|NCT07072208|NCT07078500|NCT07185373|NCT07191431|NCT07198464|NCT07199296|NCT07206264|NCT07208981|NCT07247383|NCT07272499|NCT07299019|NCT07355699|NCT07372365|NCT07400250|NCT07410520|NCT07441993|NCT07448324|NCT07453368|NCT07480863|NCT07499271|NCT07554898|NCT07559331|NCT07574073|NCT07585747,https://platform.opentargets.org/drug/CHEMBL4650321|https://clinicaltrials.gov/study/NCT03493217|https://clinicaltrials.gov/study/NCT04438005,"Open Targets: 4 approved indications, trade name Innobruka. Biogen license (USD 125M upfront, 2021) was terminated in 2023 so ex-China rights reverted to InnoCare. Web verification unavailable in this session (WebSearch budget exhausted, WebFetch/curl egress-blocked); classification based on local ClinicalTrials.gov/Open Targets records plus prior knowledge (cutoff mid-2026). || Seed maps the generic 'btki' (BTK inhibitor) label to InnoCare's orelabrutinib (approved in China for MCL/CLL), but the linked trial (NCT04978779) sample title actually describes VIP152 (enitociclib), a CDK9 inhibitor of Bayer/Vincerx Pharma origin, unrelated to BTK -- likely a data-linkage mismatch in the source aggregation. Flagging low confidence in the trial-to-company mapping despite high seed_confidence on the company name."
ICP-723,zurletrectinib,ICP-723,zurletrectinib,InnoCare Pharma,Beijing,high,prior_knowledge,TRK / ROS1,"next-generation, CNS-penetrant pan-TRK/ROS1 tyrosine kinase inhibitor",small molecule,,Small molecule,CHEMBL5095426,solid tumors with NTRK/ROS1 alterations | primary CNS tumors,solid tumor | solid tumors | primary central nervous system tumor,phase 1/2,phase 1/2,phase 1/2,active,unknown,,,,3,2,"{""RECRUITING"": 2, ""UNKNOWN"": 1}",NCT04685226,NCT05745623,NCT04685226|NCT05537987|NCT05745623,,
IBI115,IBI115,IBI115,,Innovent Biologics,,high,prior_knowledge,,,unknown,,,,small cell lung cancer,small cell lung cancer,phase 1,phase 1,phase 1,active,,,,,1,1,"{""NOT_YET_RECRUITING"": 1}",NCT07559019,NCT07559019,NCT07559019,,No specific recall of IBI115's target; low IBI-number suggests an earlier-generation Innovent asset.
IBI129,IBI129,IBI129,,Innovent Biologics,Suzhou,high,prior_knowledge,,,unknown,,,,"unresectable, locally advanced or metastatic solid tumors",solid tumors,phase 1/2,phase 1/2,phase 1/2,active,,,,,1,0,"{""COMPLETED"": 1}",NCT05991349,NCT05991349,NCT05991349,,
IBI130,IBI130,IBI130,,Innovent Biologics,Suzhou,high,prior_knowledge,,,unknown,,,,"unresectable, locally advanced or metastatic solid tumors",solid tumors,phase 1/2,phase 1/2,phase 1/2,active,,,,,1,1,"{""RECRUITING"": 1}",NCT05923008,NCT05923008,NCT05923008,,
IBI133,IBI133,IBI133,,Innovent Biologics,Suzhou,high,prior_knowledge,,,unknown,,,,"unresectable, locally advanced or metastatic solid tumors",solid tumors,phase 1/2,phase 1/2,phase 1/2,active,unknown,,,,1,0,"{""COMPLETED"": 1}",NCT06170190,NCT06170190,NCT06170190,,IBI-prefix is Innovent's standard code; specific target for IBI133 not confidently recalled.
IBI3001,IBI3001,IBI3001,,Innovent Biologics,Suzhou,high,prior_knowledge,,,unknown,,,,"unresectable, locally advanced or metastatic solid tumors",solid tumors,phase 1,phase 1,phase 1,active,unknown,,,,1,1,"{""RECRUITING"": 1}",NCT06349408,NCT06349408,NCT06349408,,IBI-prefix Innovent code; specific target not confidently recalled.
IBI3002,IBI3002,IBI3002,,Innovent Biologics,Suzhou,high,web_verified,IL-4Ra x TSLP,humanized bispecific antibody co-blocking IL-4R alpha (type I/II receptors) and TSLP,bispecific/multispecific antibody,,,,asthma|atopic dermatitis,asthma | atopic dermatitis,phase 2,phase 2,phase 2,active,unknown,,"ATS 2026 (May): randomized, double-blind, placebo-controlled single-dose Phase Ib study in mild-to-moderate asthma showed significant improvement in lung function (FEV1) and other markers with good tolerability; preclinically matched dupilumab/tezepelumab at 4-9x lower exposure.",Described by Innovent as first-in-class anti-IL-4Ra/TSLP bispecific antibody,5,4,"{""COMPLETED"": 1, ""RECRUITING"": 4}",NCT06213844,NCT07399067,NCT06213844|NCT06947408|NCT07015749|NCT07015762|NCT07399067,https://www.prnewswire.com/news-releases/innovent-announces-first-participant-dosed-in-a-phase-i-study-of-ibi3002-an-anti-il-4rtslp-bispecific-antibody-in-australia-302075762.html|https://academic.oup.com/ajrccm/article/212/Supplement_1/aamag162.476/8679738|https://www.biospace.com/press-releases/innovent-showcased-clinical-and-preclinical-results-of-next-generation-autoimmune-and-ophthalmology-pipeline-at-the-2026-ats-and-arvo-conferences,"First-in-human study run in Australia (2024); Phase 2 ongoing per ct.gov listing (asthma, atopic dermatitis)."
IBI3003,IBI3003,IBI3003,,Innovent Biologics,Suzhou,high,prior_knowledge,,,unknown,,,,relapsed/refractory multiple myeloma,multiple myeloma,phase 1/2,phase 1/2,phase 1/2,active,unknown,,,,2,2,"{""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",NCT06083207,NCT07336472,NCT06083207|NCT07336472,,"Innovent has an extensive IBI-numbered pipeline; exact modality/target of IBI3003 (first-in-human, multiple myeloma) not confidently recalled - could be a bispecific antibody given the indication."
IBI3004,IBI3004,IBI3004,,Innovent Biologics,Suzhou,high,prior_knowledge,,,unknown,,,,"unresectable, locally advanced or metastatic solid tumors",solid tumor,phase 1/2,phase 1/2,phase 1/2,discontinued,unknown,,,,1,0,"{""TERMINATED"": 1}",NCT06198426,NCT06198426,NCT06198426,,Trial status TERMINATED. Target not confidently recalled.
